manufacturer,model,description,transmission,engineCapacity,fuelType,elecEnergyConsumption,maxRange,CO2,fuelCost,elecCost,totalCost,euro,enginePower
TOYOTA,Corolla Hatchback,2.0L HYB,CVT,1987,Petrol Hybrid,0,0,89,1170,,1170,Euro 6-WLTP,180
TOYOTA,Corolla Hatchback,2.0L HYB Design,CVT,1987,Petrol Hybrid,-1,0,89,N/A,,-1956,Euro 6-WLTP,180
TOYOTA,Corolla Hatchback,2.0L HYB Design (with Spare Wheel),CVT,1987,Petrol Hybrid,-1,0,89,N/A,,-1956,Euro 6-WLTP,180
TOYOTA,Corolla Hatchback,2.0L HYB Design Panoramic Roof (with Spare Wheel),CVT,1987,Petrol Hybrid,-1,0,89,N/A,,-1956,Euro 6-WLTP,180
TOYOTA,Corolla Hatchback,2.0L HYB Excel,CVT,1987,Petrol Hybrid,-1,0,89,N/A,,-1956,Euro 6-WLTP,180
TOYOTA,Corolla Hatchback,2.0L HYB Excel Panoramic Roof,CVT,1987,Petrol Hybrid,-1,0,89,N/A,,-1956,Euro 6-WLTP,180
TOYOTA,Corolla Touring Sports ,2.0L HYB,CVT,1987,Petrol Hybrid,0,0,89,1407,,1407,Euro 6-WLTP,180
TOYOTA,Corolla Touring Sports ,2.0L HYB,CVT,1987,Petrol Hybrid,0,0,89,1170,,1170,Euro 6-WLTP,180
TOYOTA,Corolla Touring Sports ,2.0L HYB Excel (with Spare Wheel),CVT,1987,Petrol Hybrid,-1,0,89,N/A,,-1956,Euro 6-WLTP,180
TOYOTA,Corolla Touring Sports ,2.0L HYB Excel Panoramic Roof (with Spare Wheel),CVT,1987,Petrol Hybrid,-1,0,89,N/A,,-1956,Euro 6-WLTP,180
TOYOTA,Corolla Touring Sports ,2.0L HYB Design,CVT,1987,Petrol Hybrid,-1,0,89,N/A,,-1956,Euro 6-WLTP,180
TOYOTA,Corolla Touring Sports ,2.0L HYB Design (with Spare Wheel),CVT,1987,Petrol Hybrid,-1,0,89,N/A,,-1956,Euro 6-WLTP,180
TOYOTA,Corolla Touring Sports ,2.0L HYB Design Panoramic Roof (with Spare Wheel),CVT,1987,Petrol Hybrid,-1,0,89,N/A,,-1956,Euro 6-WLTP,180
TOYOTA,Yaris,1.5L Hybrid GR Sport,CVT,1497,Petrol Hybrid,-1,0,89,N/A,,-1956,Euro 6-WLTP,75
FORD,Focus Model Year Pre 2019¾,1.5 EcoBlue,M6,1499,Diesel,0,,90,1113,,1113,Euro 6d-TEMP,120
HONDA,Civic 2019,Civic 1.6 i-DTEC EX 5 door (Standard Model),M6,1597,Diesel,,,90,1191,,1191,Euro 6d-TEMP,120
HONDA,Civic 2019,Civic 1.6 i-DTEC EX 5 door (Standard Model),M6,1597,Diesel,,,90,1191,,1191,Euro 6d-TEMP,120
HONDA,Civic 2019,Civic 1.6 i-DTEC EX 5 door (Standard Model),M6,1597,Diesel,,,90,1216,,1216,Euro 6d-TEMP,120
HONDA,Civic 2019,Civic 1.6 i-DTEC EX 5 door (Standard Model),M6,1597,Diesel,,,90,1216,,1216,Euro 6d-TEMP,120
HONDA,Civic 2019,Civic 1.6 i-DTEC S 5 door (Standard Model),M6,1597,Diesel,,,90,1164,,1164,Euro 6d-TEMP,120
HONDA,Civic 2019,Civic 1.6 i-DTEC SE 5 door (Standard Model),M6,1597,Diesel,,,90,1164,,1164,Euro 6d-TEMP,120
HONDA,Civic 2019,Civic 1.6 i-DTEC SR 5 door (Standard Model),M6,1597,Diesel,,,90,1164,,1164,Euro 6d-TEMP,120
HONDA,Civic 2019,Civic 1.6 i-DTEC SR 5 door (Standard Model),M6,1597,Diesel,,,90,1164,,1164,Euro 6d-TEMP,120
HONDA,Civic 2019,Civic 1.6 i-DTEC SR 5 door (Standard Model),M6,1597,Diesel,,,90,1191,,1191,Euro 6d-TEMP,120
HONDA,Civic 2019,Civic 1.6 i-DTEC SR 5 door (Standard Model),M6,1597,Diesel,,,90,1191,,1191,Euro 6d-TEMP,120
HONDA,Civic 2020,Civic 1.6 i-DTEC EX 5 door (Standard Model),M6,1597,Diesel,,,90,1155,,1155,Euro 6d-WLTP,120
HONDA,Civic 2020,Civic 1.6 i-DTEC S 5 door (Standard Model),M6,1597,Diesel,,,90,1129,,1129,Euro 6d-WLTP,120
HONDA,Civic 2020,Civic 1.6 i-DTEC SE 5 door (Standard Model),M6,1597,Diesel,,,90,1129,,1129,Euro 6d-WLTP,120
HONDA,Civic 2020,Civic 1.6 i-DTEC SR 5 door (Standard Model),M6,1597,Diesel,,,90,1129,,1129,Euro 6d-WLTP,120
HONDA,Civic 2020,Civic 1.6 i-DTEC SE 5 door (Standard Model),M6,1597,Diesel,,,90,1129,,1129,Euro 6d-WLTP,120
HONDA,Civic 2020,Civic 1.6 i-DTEC SR 5 door (Standard Model),M6,1597,Diesel,,,90,1129,,1129,Euro 6d-WLTP,120
HONDA,Civic 2020,Civic 1.6 i-DTEC EX 5 door (Standard Model),M6,1597,Diesel,,,90,1155,,1155,Euro 6d-WLTP,120
HONDA,Civic 2020,Civic 1.6 i-DTEC S 5 door (Standard Model),M6,1597,Diesel,,,90,1129,,1129,Euro 6d-WLTP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC SE Saloon (Standard Model),M6,1597,Diesel,,,91,1105,,1105,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC SE Saloon (Standard Model),M6,1597,Diesel,,,91,1105,,1105,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC SE Saloon (Standard Model),M6,1597,Diesel,,,91,1105,,1105,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC SE Saloon (Standard Model),M6,1597,Diesel,,,91,1105,,1105,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC SR Saloon (Standard Model),M6,1597,Diesel,,,91,1105,,1105,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC SR Saloon (Standard Model),M6,1597,Diesel,,,91,1105,,1105,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC SR Saloon (Standard Model),M6,1597,Diesel,,,91,1129,,1129,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC EX Saloon (Standard Model),M6,1597,Diesel,,,91,1129,,1129,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC EX Saloon (Standard Model),M6,1597,Diesel,,,91,1155,,1155,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC EX Saloon (Standard Model),M6,1597,Diesel,,,91,1155,,1155,Euro 6d-TEMP,120
TOYOTA,YARIS MY2018,1.5L HYB,CVT,1497,Petrol Hybrid,0,0,91,1266,,1266,Euro 6-WLTP,75
TOYOTA,Yaris,1.5L Hybrid Excel,CVT,1497,Petrol Hybrid,-1,0,91,N/A,,-1956,Euro 6-WLTP,75
TOYOTA,Yaris,1.5L Hybrid Excel Panoramic Roof,CVT,1498,Petrol Hybrid,-1,0,91,N/A,,-1956,Euro 6-WLTP,75
PEUGEOT,308,BlueHDi 130,m6,1499,Diesel,0,,92,1166,,1166,Euro 6d-TEMP,131
PEUGEOT,308 SW,BlueHDi 130,m6,1499,Diesel,0,,92,1166,,1166,Euro 6d-TEMP,131
TOYOTA,C-HR MY20,2.0l Hybrid Design,CVT,1987,Petrol Hybrid,,,92,1331,,1331,Euro 6-WLTP,180
TOYOTA,C-HR MY20,2.0l Orange Launch Edition,CVT,1987,Petrol Hybrid,,,92,1331,,1331,Euro 6-WLTP,180
TOYOTA,C-HR MY20,2.0l Hybrid Excel,CVT,1987,Petrol Hybrid,,,92,1331,,1331,Euro 6-WLTP,180
TOYOTA,C-HR MY20,2.0l Hybrid Excel + JBL,CVT,1987,Petrol Hybrid,,,92,1331,,1331,Euro 6-WLTP,180
TOYOTA,C-HR MY20,2.0l Hybrid Design + Leather,CVT,1987,Petrol Hybrid,,,92,1331,,1331,Euro 6-WLTP,191
TOYOTA,C-HR MY20,2.0l Hybrid Dynamic,CVT,1987,Petrol Hybrid,,,92,1306,,1306,Euro 6-WLTP,180
TOYOTA,C-HR MY20,2.0l Hybrid Dynamic + Leather,CVT,1987,Petrol Hybrid,,,92,1331,,1331,Euro 6-WLTP,180
TOYOTA,C-HR MY20,2.0l Hybrid Dynamic + Leather + JBL,CVT,1987,Petrol Hybrid,,,92,1331,,1331,Euro 6-WLTP,180
CITROEN,C1,VTi 72 manual,m5,998,Petrol,0,,93,1238,,1238,Euro 6c,72
CITROEN,C1,VTi 72 manual,m5,998,Petrol,0,,93,1326,,1326,Euro 6c,72
HONDA,Civic 2018,Civic 1.6 i-DTEC S 5 door (Standard Model),M6,1597,Diesel,,,93,1129,,1129,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC SE 5 door (Standard Model),M6,1597,Diesel,,,93,1129,,1129,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC SR 5 door (Standard Model),M6,1597,Diesel,,,93,1129,,1129,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC SR 5 door (Standard Model),M6,1597,Diesel,,,93,1129,,1129,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC SR 5 door (Standard Model),M6,1597,Diesel,,,93,1155,,1155,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC SR 5 door (Standard Model),M6,1597,Diesel,,,93,1155,,1155,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC EX 5 door (Standard Model),M6,1597,Diesel,,,93,1155,,1155,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC EX 5 door (Standard Model),M6,1597,Diesel,,,93,1155,,1155,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC EX 5 door (Standard Model),M6,1597,Diesel,,,93,1180,,1180,Euro 6d-TEMP,120
HONDA,Civic 2018,Civic 1.6 i-DTEC EX 5 door (Standard Model),M6,1597,Diesel,,,93,1180,,1180,Euro 6d-TEMP,120
PEUGEOT,108,1.0L 72,m5,998,Petrol,0,,93,1238,,1238,Euro 6c,72
PEUGEOT,108,1.0L 72,m5,998,Petrol,0,,93,1326,,1326,Euro 6c,72
TOYOTA,Aygo MY18,1.0L Manual,M5,998,Petrol,0,0,93,1326,,1326,Euro 6-WLTP,72
TOYOTA,Aygo MY18,1.0L Manual,M5,998,Petrol,0,0,93,1238,,1238,Euro 6-WLTP,72
TOYOTA,Aygo MY18,1.0L Manual,M5,998,Petrol,0,0,93,1326,,1326,Euro 6-WLTP,72
TOYOTA,Aygo MY18,1.0L Manual,M5,998,Petrol,0,0,93,1238,,1238,Euro 6-WLTP,72
TOYOTA,Aygo MY18,1.0L Manual,M5,998,Petrol,0,0,93,1326,,1326,Euro 6-WLTP,72
TOYOTA,Aygo MY18,1.0L Manual,M5,998,Petrol,0,0,93,1238,,1238,Euro 6-WLTP,72
TOYOTA,Aygo MY18,1.0L Manual,M5,998,Petrol,0,0,93,1326,,1326,Euro 6-WLTP,72
TOYOTA,Aygo MY18,1.0L Manual,M5,998,Petrol,0,0,93,1238,,1238,Euro 6-WLTP,72
TOYOTA,Aygo,1.0l Manual,M5,998,Petrol,0,,93,1326,,1326,Euro 6b,72
TOYOTA,Aygo,1.0l Manual,M5,998,Petrol,0,,93,1238,,1238,Euro 6b,72
TOYOTA,Aygo,1.0l Manual X 3 Door,M5,998,Petrol,,,93,N/A,,0,Euro 6b,72
TOYOTA,Aygo,1.0l Manual X 5 Door,M5,998,Petrol,,,93,N/A,,0,Euro 6b,72
TOYOTA,Aygo,1.0l Manual X-Trend,M5,998,Petrol,,,93,N/A,,0,Euro 6b,72
TOYOTA,Aygo,1.0L Manual X-Cite,M5,998,Petrol,,,93,N/A,,0,Euro 6-WLTP,72
TOYOTA,Aygo,1.0L Manual X-Clusive,M5,998,Petrol,,,93,N/A,,0,Euro 6-WLTP,72
TOYOTA,Aygo,1.0L Manual X-Play,M5,998,Petrol,,,93,N/A,,0,Euro 6-WLTP,72
CITROEN,C3,BlueHDi 100 S&S 5 speed manual,m5,1499,Diesel,0,,94,1315,,1315,Euro 6d-TEMP,102
LEXUS,UX,"250h FWD 17"" wheels",E-CVT,1987,Petrol Hybrid,0,0,94,1430,,1430,Euro 6d-TEMP,152
LEXUS,UX,"250h FWD 17"" wheels",E-CVT,1987,Petrol Hybrid,0,0,94,1331,,1331,Euro 6d-TEMP,152
LEXUS,UX,"17"" (FWD) UX",E-CVT,1987,Petrol Hybrid,-1,0,94,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"17"" (FWD) UX",E-CVT,1987,Petrol Hybrid,-1,0,94,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"17"" (FWD) UX",E-CVT,1987,Petrol Hybrid,-1,0,94,N/A,,-1956,Euro 6d-TEMP,184
PEUGEOT,208,BlueHDi 100,m5,1499,Diesel,0,,94,1315,,1315,Euro 6d-TEMP,102
PEUGEOT,2008 SUV,BlueHDi 100,m5,1499,Diesel,0,,94,1315,,1315,Euro 6d-TEMP,102
PEUGEOT,308,BlueHDi 130 S&S EAT8,a8,1499,Diesel,0,,94,1177,,1177,Euro 6d-TEMP,131
PEUGEOT,308 SW,BlueHDi 130 S&S EAT8,a8,1499,Diesel,0,,94,1177,,1177,Euro 6d-TEMP,131
FORD,All New Fiesta Model Year Post 2019½,1.5 TDCi (Stop-Start) - (3.37 FDR),M6,1499,Diesel,0,,95,1191,,1191,Euro 6d-TEMP,85
PEUGEOT,108,1.0L 72 2-Tronic,a5,998,Petrol,0,,95,1289,,1289,Euro 6c,72
TOYOTA,Aygo MY18,1.0L x-shift,A5,998,Petrol,0,0,95,1374,,1374,Euro 6-WLTP,72
TOYOTA,Aygo MY18,1.0L x-shift,A5,998,Petrol,0,0,95,1289,,1289,Euro 6-WLTP,72
TOYOTA,Aygo MY18,1.0L x-shift,A5,998,Petrol,0,0,95,1374,,1374,Euro 6-WLTP,72
TOYOTA,Aygo MY18,1.0L x-shift,A5,998,Petrol,0,0,95,1289,,1289,Euro 6-WLTP,72
TOYOTA,Aygo MY18,1.0L x-shift,A5,998,Petrol,0,0,95,1374,,1374,Euro 6-WLTP,72
TOYOTA,Aygo MY18,1.0L x-shift,A5,998,Petrol,0,0,95,1289,,1289,Euro 6-WLTP,72
TOYOTA,Aygo MY18,1.0L x-shift,A5,998,Petrol,0,0,95,1374,,1374,Euro 6-WLTP,72
TOYOTA,Aygo MY18,1.0L x-shift,A5,998,Petrol,0,0,95,1289,,1289,Euro 6-WLTP,72
TOYOTA,Aygo,1.0l x-shift,A5,998,Petrol,0,,95,1374,,1374,Euro 6b,72
TOYOTA,Aygo,1.0l x-shift,A5,998,Petrol,0,,95,1289,,1289,Euro 6b,72
TOYOTA,Aygo,1.0l x-shift X-Cite,A5,998,Petrol,,,95,N/A,,0,Euro 6b,72
TOYOTA,Aygo,1.0l x-shift X-Clusive,A5,998,Petrol,,,95,N/A,,0,Euro 6b,72
TOYOTA,Aygo,1.0l x-shift X-Play,A5,998,Petrol,,,95,N/A,,0,Euro 6b,72
TOYOTA,Aygo,1.0l x-shift X-Trend,A5,998,Petrol,,,95,N/A,,0,Euro 6b,72
CITROEN,C1,VTi 72 ETG,A5,998,Petrol,0,0,96,1374,,1374,Euro 6c,72
CITROEN,C3,PureTech 82 S&S manual,m5,1199,Petrol,0,,96,1382,,1382,Euro 6d,83
PEUGEOT,108,1.0L 72 2-Tronic,a5,998,Petrol,0,,96,1374,,1374,Euro 6c,72
SEAT,Mii,Design Mii 1.0 12V 60PS,M5,1000,Petrol,0,,96,1331,,1331,Euro 6d-TEMP,60
DS,DS3 Crossback,BlueHDi 100 Manual,M6,1499,Diesel,0,,97,1166,,1166,Euro 6d-TEMP,102
LEXUS,CT,"200h with 16"" wheels",E-CVT,1798,Petrol Hybrid,0,0,97,1341,,1341,Euro 6d-TEMP,136
LEXUS,CT,"16"" (FWD) CT 16 (W/O LSS+)",E-CVT,1798,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,136
LEXUS,CT,"16"" (FWD) Premium Pack 16",E-CVT,1798,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,136
LEXUS,CT,"16"" (FWD) Takumi 16",E-CVT,1798,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,136
LEXUS,CT,"16"" (FWD) CT 16 (W/O LSS+)",E-CVT,1798,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,136
LEXUS,CT,"16"" (FWD) Premium Pack 16",E-CVT,1798,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,136
LEXUS,CT,"16"" (FWD) Takumi 16",E-CVT,1798,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,136
LEXUS,CT,"16"" (FWD) CT 16 (W/O LSS+)",E-CVT,1798,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,136
LEXUS,CT,"16"" (FWD) Premium Pack 16",E-CVT,1798,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,136
LEXUS,CT,"16"" (FWD) Takumi 16",E-CVT,1798,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,136
LEXUS,UX,"250h FWD 18"" wheels",E-CVT,1987,Petrol Hybrid,0,0,97,1430,,1430,Euro 6d-TEMP,152
LEXUS,UX,"250h FWD 18"" wheels",E-CVT,1987,Petrol Hybrid,0,0,97,1331,,1331,Euro 6d-TEMP,152
LEXUS,UX,"18"" (FWD) UX Prem Plus Tech ML [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Tech Safety Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Tech Safety Pack [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Prem Plus Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Prem Plus Pack [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Prem Plus Tech  & Safety Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Prem Plus Tech Sfy Pk Sun",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Takumi Pk",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Prem Plus Pack [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Prem Plus Tech  & Safety Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Prem Plus Tech Sfy Pk Sun",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Takumi Pk",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) Takumi",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Tech & Safety Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Tech & Safety Pack [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Tech & Safety Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Tech & Safety Pack [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Pack [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Tech & Safety Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Tech & Safety Pack [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Pack [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Tech & Safety Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Tech & Safety Pack [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Tech ML",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Tech ML [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Tech Safety Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Tech Safety Pack [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Prem Plus Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Tech & Safety Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Tech & Safety Pack [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Pack [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Tech & Safety Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Tech & Safety Pack [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Tech ML",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Tech ML",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) UX Prem Plus Tech ML [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Tech Safety Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Tech Safety Pack [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Prem Plus Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Prem Plus Pack [Sun]",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Prem Plus Tech  & Safety Pack",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Prem Plus Tech Sfy Pk Sun",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) F SPORT Takumi Pk",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) Takumi",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
LEXUS,UX,"18"" (FWD) Takumi",E-CVT,1987,Petrol Hybrid,-1,0,97,N/A,,-1956,Euro 6d-TEMP,184
PEUGEOT,308,BlueHDi 100,m6,1499,Diesel,0,,97,1146,,1146,Euro 6d-TEMP,102
PEUGEOT,308 SW,BlueHDi 100,m6,1499,Diesel,0,,97,1146,,1146,Euro 6d-TEMP,102
SEAT,Mii,FR-Line 1.0 12V 60PS,M5,1000,Petrol,0,,97,1356,,1356,Euro 6d-TEMP,60
SEAT,Mii,FR-Line 1.0 12V 75PS,M5,1000,Petrol,0,,97,1380,,1380,Euro 6d-TEMP,75
CITROEN,C4 Cactus Hatch,BlueHDi 100 S&S manual,m6,1499,Diesel,0,,98,1252,,1252,Euro 6d-TEMP,102
SUZUKI,Ignis,1.2 Dualjet SHVS 2WD,M5,1242,Petrol,0,,98,1311,,1311,Euro 6d-TEMP,90
SUZUKI,Swift,1.0 Boosterjet SHVS 2WD,M5,998,Petrol,0,,98,1369,,1369,Euro 6d-TEMP,112
SUZUKI,Ignis 2019,1.2 Dualjet SHVS SZ-T,M5,1242,Petrol,,,98,1366,,1366,Euro 6-WLTP,90
SUZUKI,Ignis 2019,1.2 Dualjet SHVS SZ5,M5,1242,Petrol,,,98,1366,,1366,Euro 6-WLTP,90
